PORTAL INFOCURSOS;;;;;;;;;;;;
;;;;;;;;;;;;
5) Distribuição dos alunos inscritos por sexo;;;;;;;;;;;;
;;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroInscritos;NumeroHomens;NumeroMulheres;AnoLetivo
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Segurança, Defesa e Resolução de Conflitos;M265;Mestrado 2.º ciclo;6;4;2;2018/19
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Higiene e Segurança Ocupacionais;M615;Mestrado 2.º ciclo;5;2;3;2018/19
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Comunicação Digital;T023;CTeSP;35;17;18;2018/19
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Proteção Civil e Socorro;T074;CTeSP;34;27;7;2018/19
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Psicogerontologia;T253;CTeSP;16;1;15;2018/19
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Gestão de Alojamentos Turísticos;T366;CTeSP;15;2;13;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Turismo e Desenvolvimento de Negócios;6838;Mestrado 2.º ciclo;22;7;15;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Gestão de Empresas;9152;Licenciatura 1.º ciclo;;;;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Marketing e Publicidade;9206;Licenciatura 1.º ciclo;103;41;62;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Solicitadoria;9242;Licenciatura 1.º ciclo;64;17;47;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Turismo;9254;Licenciatura 1.º ciclo;197;63;134;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Comércio Internacional;9716;Licenciatura 1.º ciclo;43;23;20;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Gestão e Comércio Internacional;T010;CTeSP;22;8;14;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Gestão Hoteleira e Alojamento;T012;CTeSP;27;14;13;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Gestão de Vendas e Marketing;T068;CTeSP;35;12;23;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Serviços Jurídicos;T152;CTeSP;10;3;7;2018/19
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Itinerários Turísticos e Promoção do Património;T259;CTeSP;15;3;12;2018/19
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Contabilidade;9056;Licenciatura 1.º ciclo;54;10;44;2018/19
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Engenharia de Produção Industrial;9097;Licenciatura 1.º ciclo;100;93;7;2018/19
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Gestão de Empresas;9152;Licenciatura 1.º ciclo;145;80;65;2018/19
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Marketing, Publicidade e Relações Públicas;9208;Licenciatura 1.º ciclo;75;31;44;2018/19
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Solicitadoria;9242;Licenciatura 1.º ciclo;50;14;36;2018/19
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Gestão de Empresas;9298;Mestrado 2.º ciclo;23;9;14;2018/19
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Gestão de Turismo;T125;CTeSP;21;8;13;2018/19
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Criação e Gestão de Negócios;T173;CTeSP;20;10;10;2018/19
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Design;9069;Licenciatura 1.º ciclo;21;12;9;2018/19
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Engenharia de Produção Industrial;9097;Licenciatura 1.º ciclo;44;40;4;2018/19
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Gestão de Recursos Humanos;9157;Licenciatura 1.º ciclo;34;7;27;2018/19
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Comunicação e Tecnologias Digitais;L062;Licenciatura 1.º ciclo;;;;2018/19
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Gestão Industrial e Inovação Tecnológica;L190;Licenciatura 1.º ciclo;;;;2018/19
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Gestão Administrativa de Recursos Humanos;T016;CTeSP;8;2;6;2018/19
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Contabilidade e Gestão;T029;CTeSP;5;0;5;2018/19
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Automação e Produção Industrial;T043;CTeSP;16;13;3;2018/19
Instituto Superior de Comunicação Empresarial;4295;Instituto Superior de Comunicação Empresarial;4295;Privado;Politecnico;Comunicação Empresarial;6279;Mestrado 2.º ciclo;;;;2018/19
Instituto Superior de Comunicação Empresarial;4295;Instituto Superior de Comunicação Empresarial;4295;Privado;Politecnico;Marketing Estratégico;6318;Mestrado 2.º ciclo;25;8;17;2018/19
Instituto Superior de Comunicação Empresarial;4295;Instituto Superior de Comunicação Empresarial;4295;Privado;Politecnico;Comunicação Empresarial;T167;CTeSP;40;13;27;2018/19
Instituto Superior de Comunicação Empresarial;4295;Instituto Superior de Comunicação Empresarial;4295;Privado;Politecnico;Gestão Turística e Eventos Culturais;T315;CTeSP;6;3;3;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Educação Pré-Escolar;6914;Mestrado 2.º ciclo;32;0;32;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;Mestrado 2.º ciclo;34;0;34;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão Aeronáutica;8042;Licenciatura 1.º ciclo;83;48;35;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão Autárquica;8181;Licenciatura 1.º ciclo;47;30;17;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Engenharia de Proteção Civil;8397;Licenciatura 1.º ciclo;47;39;8;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Engenharia de Segurança do Trabalho;8468;Licenciatura 1.º ciclo;39;26;13;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Energias Renováveis e Ambiente;8522;Licenciatura 1.º ciclo;9;7;2;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Ciências Aeronáuticas;9021;Licenciatura 1.º ciclo;56;50;6;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Design e Produção Gráfica;9073;Licenciatura 1.º ciclo;79;33;46;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão Hoteleira;9173;Licenciatura 1.º ciclo;106;37;69;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Educação Básica;9853;Licenciatura 1.º ciclo;98;12;86;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Óptica e Optometria;L036;Licenciatura 1.º ciclo;39;14;25;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Engenharia da Construção e da Reabilitação;L060;Licenciatura 1.º ciclo;16;11;5;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão Autárquica;M259;Mestrado 2.º ciclo;42;15;27;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Operações de Transporte Aéreo;M512;Mestrado 2.º ciclo;15;11;4;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Riscos e Protecção Civil;M560;Mestrado 2.º ciclo;20;13;7;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão de Segurança e Saúde no Trabalho;M840;Mestrado 2.º ciclo;10;2;8;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Ensino de Inglês no 1.º Ciclo do Ensino Básico;M852;Mestrado 2.º ciclo;;;;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão Financeira e Contabilidade;T050;CTeSP;17;8;9;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Desenvolvimento de Produtos Multimédia;T051;CTeSP;32;25;7;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Marketing Digital;T059;CTeSP;23;9;14;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Comunicação e Marketing;T061;CTeSP;36;17;19;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão Hoteleira;T063;CTeSP;67;33;34;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Transportes e Logística;T075;CTeSP;9;5;4;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Apoio à Infância;T095;CTeSP;29;3;26;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Produção Gráfica e Digital;T397;CTeSP;17;7;10;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Reparação e Manutenção de Aeronaves;T401;CTeSP;19;19;0;2018/19
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Energias Renováveis e Ambiente;T408;CTeSP;11;10;1;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Gestão Fiscal;6980;Mestrado 2.º ciclo;;;;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Gestão do Potencial Humano;6981;Mestrado 2.º ciclo;46;9;37;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Economia;9081;Licenciatura 1.º ciclo;12;6;6;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Gestão;9147;Licenciatura 1.º ciclo;256;173;83;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Gestão de Recursos Humanos;9157;Licenciatura 1.º ciclo;53;12;41;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Marketing;9205;Licenciatura 1.º ciclo;;;;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Estratégia de Investimento e Internacionalização;9289;Mestrado 2.º ciclo;37;18;19;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Gestão;9295;Mestrado 2.º ciclo;;;;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Marketing;9314;Mestrado 2.º ciclo;30;14;16;2018/19
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Gestão Financeira;M398;Mestrado 2.º ciclo;51;26;25;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitario;Psicologia Clínica e da Saúde;6386;Mestrado 2.º ciclo;32;3;29;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitario;Ensino de Educação Física nos Ensinos Básico e Secundário;6454;Mestrado 2.º ciclo;37;26;11;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitario;Gestão;9147;Licenciatura 1.º ciclo;76;42;34;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitario;Psicologia;9219;Licenciatura 1.º ciclo;85;7;78;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitario;Psicologia Social e das Organizações;9325;Mestrado 2.º ciclo;6;2;4;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitario;Educação Física e Desporto;9736;Licenciatura 1.º ciclo;37;29;8;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitario;Ensino de Música;M527;Mestrado 2.º ciclo;44;24;20;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Privado;Universitario;Ensino de Educação Física nos Ensinos Básico e Secundário;6454;Mestrado 2.º ciclo;;;;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Privado;Universitario;Psicologia;9219;Licenciatura 1.º ciclo;62;18;44;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura 1.º ciclo;17;2;15;2018/19
Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Privado;Universitario;Ensino de Música;M527;Mestrado 2.º ciclo;24;16;8;2018/19
